Learner_ID,Enrollment_Date,Cohort_Month,Course_Category,Plan_Type,Plan_Fee_INR,Payment_Method,Lead_Source,Device_Type,Employment_Status,Age,Gender,City_Tier,Program_Duration_Weeks,Status,Completion_Pct,Dropout_Week,Dropout_Reason,Last_Active_Date,Videos_Watched,Assignments_Submitted,Mentor_Sessions,Avg_Weekly_Hours,Login_Days_Per_Week,NPS_Score,Placement_Eligible,Placed,Placement_Salary_INR,Placement_Company_Tier
LRN-10715,2023-04-18,2023-04,Data Science & Analytics,Monthly,2999,Net Banking,Referral,Desktop,Freelancer,32,Female,Tier 1,24,Dropped,87.5,21.0,Financial reasons,2023-09-12,38,4,1,4.5,2.1,3,False,False,,
LRN-10716,2022-07-06,2022-07,Web Development,Monthly,2999,Net Banking,Organic Search,Mobile,Job Seeker,27,Female,Tier 1,20,Completed,98.3,,,2022-11-23,62,18,11,7.1,4.5,10,True,False,,
LRN-10717,2022-02-21,2022-02,Web Development,Monthly,2999,UPI,Email Campaign,Mobile,Working Professional,29,Male,Tier 1,20,Completed,97.6,,,2022-07-11,65,18,7,11.8,4.8,7,True,False,,
LRN-10718,2022-09-24,2022-09,Digital Marketing,Annual,24999,Net Banking,Social Media,Mobile,Freelancer,35,Male,Tier 1,16,Completed,98.3,,,2023-01-14,63,16,8,10.2,6.2,8,True,True,1116793.0,Startup
LRN-10719,2023-01-24,2023-01,UI/UX Design,Annual,24999,Net Banking,Social Media,Desktop,Student,29,Male,Tier 1,18,Completed,99.0,,,2023-05-30,60,17,11,13.3,5.3,8,True,False,,
LRN-10720,2022-12-02,2022-12,Web Development,Monthly,2999,Net Banking,Paid Ads,Desktop,Freelancer,37,Female,Tier 1,20,Completed,96.1,,,2023-04-21,57,19,7,9.2,4.8,7,True,False,,
LRN-10721,2022-08-05,2022-08,Digital Marketing,Quarterly,7999,Debit Card,Organic Search,Desktop,Freelancer,28,Other,Tier 2,16,Completed,97.9,,,2022-11-25,57,16,8,12.2,6.1,10,True,True,694548.0,Tier 2
LRN-10722,2023-04-11,2023-04,Web Development,Monthly,2999,Debit Card,Organic Search,Desktop,Job Seeker,19,Male,Tier 1,20,Dropped,10.0,2.0,Technical issues,2023-04-25,3,1,3,1.2,1.6,2,False,False,,
LRN-10723,2022-12-01,2022-12,Digital Marketing,Monthly,2999,Net Banking,Social Media,Mobile,Working Professional,21,Male,Tier 3,16,Active,87.5,,,2023-03-09,21,8,1,8.5,4.8,7,False,False,,
LRN-10724,2022-12-12,2022-12,Web Development,Monthly,2999,Debit Card,Social Media,Mobile,Freelancer,36,Female,Tier 2,20,Dropped,30.0,6.0,Poor mentor support,2023-01-23,2,2,0,2.1,1.5,2,False,False,,
LRN-10725,2023-01-24,2023-01,Digital Marketing,Quarterly,7999,Credit Card,Email Campaign,Mobile,Working Professional,35,Other,Tier 2,16,Completed,99.6,,,2023-05-16,60,14,4,8.7,4.7,10,True,True,887311.0,Tier 3
LRN-10726,2022-10-12,2022-10,UI/UX Design,Monthly,2999,UPI,Referral,Mobile,Working Professional,21,Other,Tier 1,18,Dropped,77.8,14.0,Got a job / no longer needed,2023-01-18,18,7,3,1.9,1.4,1,False,False,,
LRN-10727,2023-03-08,2023-03,Data Science & Analytics,Monthly,2999,Credit Card,Referral,Mobile,Working Professional,30,Other,Tier 1,24,Dropped,4.2,1.0,Lost interest,2023-03-15,4,0,1,4.3,2.0,5,False,False,,
LRN-10728,2022-09-16,2022-09,Data Science & Analytics,Quarterly,7999,Debit Card,Social Media,Tablet,Freelancer,29,Male,Tier 2,24,Completed,99.2,,,2023-03-03,80,20,8,10.3,4.8,7,True,False,,
LRN-10729,2022-03-25,2022-03,Data Science & Analytics,Annual,24999,UPI,Referral,Desktop,Job Seeker,27,Female,Tier 3,24,Active,70.8,,,2022-07-22,36,7,4,5.2,3.0,6,False,False,,
LRN-10730,2023-04-27,2023-04,Data Science & Analytics,Annual,24999,Net Banking,Organic Search,Mobile,Student,35,Other,Tier 2,24,Completed,95.6,,,2023-10-12,76,21,9,13.1,4.0,8,True,True,432668.0,Tier 2
LRN-10731,2022-01-20,2022-01,Digital Marketing,Monthly,2999,Credit Card,Paid Ads,Mobile,Working Professional,36,Female,Tier 3,16,Dropped,6.2,1.0,Got a job / no longer needed,2022-01-27,1,1,3,0.9,1.3,1,False,False,,
LRN-10732,2023-07-07,2023-07,Web Development,Monthly,2999,Credit Card,Organic Search,Mobile,Working Professional,30,Female,Tier 2,20,Completed,98.0,,,2023-11-24,67,17,5,8.7,4.1,7,True,False,,
LRN-10733,2022-02-23,2022-02,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Tablet,Job Seeker,35,Male,Tier 3,24,Completed,97.6,,,2022-08-10,77,23,7,9.9,4.2,10,True,True,1049276.0,Tier 2
LRN-10734,2022-12-25,2022-12,Digital Marketing,Monthly,2999,Debit Card,Email Campaign,Mobile,Working Professional,27,Male,Tier 2,16,Active,75.0,,,2023-03-19,31,6,6,7.2,2.0,6,False,False,,
LRN-10735,2022-08-18,2022-08,UI/UX Design,Quarterly,7999,Net Banking,Referral,Desktop,Freelancer,37,Male,Tier 3,18,Completed,98.6,,,2022-12-22,52,15,4,11.9,5.6,8,True,False,,
LRN-10736,2023-10-28,2023-10,Digital Marketing,Annual,24999,Credit Card,Referral,Desktop,Freelancer,19,Female,Tier 1,16,Completed,95.7,,,2024-02-17,63,12,9,8.6,4.7,9,True,True,561339.0,Startup
LRN-10737,2022-03-12,2022-03,Web Development,Monthly,2999,Net Banking,Organic Search,Desktop,Job Seeker,26,Female,Tier 2,20,Completed,95.2,,,2022-07-30,50,19,11,7.3,5.8,7,True,False,,
LRN-10738,2023-10-30,2023-10,Digital Marketing,Monthly,2999,Credit Card,Paid Ads,Mobile,Student,32,Male,Tier 2,16,Dropped,6.2,1.0,Got a job / no longer needed,2023-11-06,2,1,1,2.5,2.2,3,False,False,,
LRN-10739,2022-02-11,2022-02,UI/UX Design,Annual,24999,Net Banking,Organic Search,Mobile,Job Seeker,19,Male,Tier 2,18,Completed,99.9,,,2022-06-17,62,18,6,6.9,5.7,9,True,False,,
LRN-10740,2022-02-01,2022-02,Digital Marketing,Annual,24999,Net Banking,Paid Ads,Mobile,Working Professional,22,Male,Tier 3,16,Completed,96.2,,,2022-05-24,61,16,12,13.4,5.4,7,True,True,370520.0,Tier 2
LRN-10741,2022-09-11,2022-09,UI/UX Design,Quarterly,7999,Credit Card,Social Media,Mobile,Freelancer,32,Female,Tier 2,18,Completed,96.0,,,2023-01-15,57,18,9,6.8,4.9,8,True,False,,
LRN-10742,2022-07-24,2022-07,Digital Marketing,Monthly,2999,Net Banking,Social Media,Desktop,Working Professional,34,Male,Tier 1,16,Completed,98.4,,,2022-11-13,43,16,6,7.9,6.1,8,True,True,910967.0,Startup
LRN-10743,2022-01-21,2022-01,Data Science & Analytics,Monthly,2999,Debit Card,Paid Ads,Mobile,Student,30,Male,Tier 1,24,Completed,97.9,,,2022-07-08,67,21,11,13.1,3.8,8,True,True,448052.0,Startup
LRN-10744,2023-09-29,2023-09,Web Development,Monthly,2999,Net Banking,Social Media,Desktop,Working Professional,19,Female,Tier 3,20,Completed,97.1,,,2024-02-16,60,16,5,10.0,4.2,9,True,True,1080206.0,Tier 2
LRN-10745,2022-06-06,2022-06,Digital Marketing,Quarterly,7999,UPI,Organic Search,Mobile,Working Professional,19,Other,Tier 1,16,Completed,95.8,,,2022-09-26,63,12,6,7.6,4.1,8,True,True,414251.0,Tier 3
LRN-10746,2022-09-02,2022-09,Web Development,Quarterly,7999,Credit Card,Organic Search,Tablet,Student,28,Other,Tier 1,20,Dropped,55.0,11.0,Content too difficult,2022-11-18,16,3,0,1.3,0.6,2,False,False,,
LRN-10747,2022-05-10,2022-05,UI/UX Design,Monthly,2999,UPI,Organic Search,Mobile,Student,26,Other,Tier 3,18,Completed,97.6,,,2022-09-13,62,18,9,13.1,4.0,8,True,False,,
LRN-10748,2023-04-30,2023-04,UI/UX Design,Monthly,2999,Debit Card,Social Media,Mobile,Student,19,Male,Tier 1,18,Completed,97.7,,,2023-09-03,47,18,5,12.4,3.9,7,True,True,1084285.0,Tier 3
LRN-10749,2023-11-17,2023-11,Data Science & Analytics,Quarterly,7999,Debit Card,Email Campaign,Desktop,Freelancer,23,Male,Tier 2,24,Dropped,8.3,2.0,Content too difficult,2023-12-01,2,0,0,1.6,1.9,3,False,False,,
LRN-10750,2022-04-28,2022-04,Data Science & Analytics,Monthly,2999,Net Banking,Social Media,Desktop,Student,34,Male,Tier 1,24,Dropped,37.5,9.0,Lack of time,2022-06-30,17,1,3,0.8,2.3,5,False,False,,
LRN-10751,2023-08-01,2023-08,Data Science & Analytics,Quarterly,7999,Net Banking,Social Media,Desktop,Job Seeker,29,Male,Tier 1,24,Completed,95.1,,,2024-01-16,61,24,4,6.7,4.0,7,True,True,549671.0,Tier 3
LRN-10752,2022-08-12,2022-08,Data Science & Analytics,Monthly,2999,Net Banking,Organic Search,Desktop,Job Seeker,19,Other,Tier 1,24,Completed,96.9,,,2023-01-27,67,23,8,12.0,4.3,7,True,True,505130.0,Tier 3
LRN-10753,2023-04-22,2023-04,UI/UX Design,Monthly,2999,Credit Card,Organic Search,Desktop,Student,38,Male,Tier 1,18,Completed,97.5,,,2023-08-26,59,14,4,10.8,3.5,9,True,False,,
LRN-10754,2023-12-18,2023-12,UI/UX Design,Monthly,2999,Net Banking,Organic Search,Desktop,Student,23,Female,Tier 1,18,Completed,97.1,,,2024-04-22,70,16,12,7.8,4.5,7,True,True,528505.0,Tier 3
LRN-10755,2022-09-20,2022-09,UI/UX Design,Quarterly,7999,Credit Card,Referral,Mobile,Student,32,Other,Tier 3,18,Completed,98.1,,,2023-01-24,70,14,12,7.5,3.7,9,True,False,,
LRN-10756,2023-01-13,2023-01,Data Science & Analytics,Annual,24999,Net Banking,Paid Ads,Mobile,Working Professional,35,Other,Tier 1,24,Dropped,8.3,2.0,Poor mentor support,2023-01-27,2,1,3,4.5,1.1,2,False,False,,
LRN-10757,2022-06-21,2022-06,UI/UX Design,Quarterly,7999,UPI,Social Media,Mobile,Student,23,Other,Tier 1,18,Dropped,27.8,5.0,Lost interest,2022-07-26,3,2,2,2.3,0.9,2,False,False,,
LRN-10758,2023-09-13,2023-09,UI/UX Design,Quarterly,7999,UPI,Social Media,Desktop,Working Professional,25,Male,Tier 1,18,Dropped,5.6,1.0,Poor mentor support,2023-09-20,1,1,2,4.8,2.1,2,False,False,,
LRN-10759,2023-09-14,2023-09,Digital Marketing,Annual,24999,Net Banking,Paid Ads,Desktop,Student,31,Male,Tier 2,16,Completed,97.7,,,2024-01-04,45,14,7,13.7,6.2,7,True,False,,
LRN-10760,2022-04-28,2022-04,UI/UX Design,Monthly,2999,Debit Card,Paid Ads,Desktop,Working Professional,35,Other,Tier 3,18,Completed,96.1,,,2022-09-01,48,16,7,10.4,5.0,8,True,False,,
LRN-10761,2022-06-17,2022-06,Digital Marketing,Monthly,2999,UPI,Social Media,Desktop,Student,29,Male,Tier 1,16,Dropped,100.0,16.0,Lost interest,2022-10-07,16,3,1,1.4,2.4,3,False,False,,
LRN-10762,2022-11-15,2022-11,Web Development,Annual,24999,Net Banking,Referral,Desktop,Student,26,Male,Tier 3,20,Completed,98.6,,,2023-04-04,64,20,11,11.8,5.9,7,True,True,558266.0,Tier 2
LRN-10763,2022-04-21,2022-04,Data Science & Analytics,Quarterly,7999,UPI,Social Media,Mobile,Working Professional,26,Male,Tier 3,24,Dropped,37.5,9.0,Lack of time,2022-06-23,17,3,2,5.0,0.7,5,False,False,,
LRN-10764,2023-08-16,2023-08,UI/UX Design,Quarterly,7999,Credit Card,Organic Search,Mobile,Freelancer,19,Other,Tier 1,18,Dropped,5.6,1.0,Content too difficult,2023-08-23,3,0,1,3.6,1.3,4,False,False,,
LRN-10765,2022-01-27,2022-01,Digital Marketing,Quarterly,7999,Credit Card,Email Campaign,Tablet,Job Seeker,38,Other,Tier 1,16,Completed,99.0,,,2022-05-19,44,12,5,8.5,3.7,7,True,False,,
LRN-10766,2022-11-16,2022-11,Digital Marketing,Monthly,2999,Net Banking,Organic Search,Mobile,Working Professional,19,Other,Tier 1,16,Active,25.0,,,2022-12-14,7,3,2,9.6,4.1,8,False,False,,
LRN-10767,2023-08-13,2023-08,Web Development,Monthly,2999,Debit Card,Social Media,Mobile,Student,27,Male,Tier 2,20,Dropped,10.0,2.0,Financial reasons,2023-08-27,4,0,2,3.3,2.4,3,False,False,,
LRN-10768,2023-11-25,2023-11,Web Development,Monthly,2999,Debit Card,Social Media,Tablet,Freelancer,35,Other,Tier 1,20,Dropped,15.0,3.0,Poor mentor support,2023-12-16,1,0,1,4.4,0.6,2,False,False,,
LRN-10769,2023-01-20,2023-01,Digital Marketing,Monthly,2999,Credit Card,Paid Ads,Desktop,Working Professional,33,Male,Tier 1,16,Dropped,6.2,1.0,Content too difficult,2023-01-27,1,1,2,2.1,2.5,5,False,False,,
LRN-10770,2023-02-11,2023-02,Web Development,Monthly,2999,Credit Card,Social Media,Desktop,Working Professional,36,Other,Tier 3,20,Dropped,100.0,20.0,Poor mentor support,2023-07-01,17,4,0,1.0,1.3,5,False,False,,
LRN-10771,2022-07-23,2022-07,Data Science & Analytics,Quarterly,7999,Debit Card,Paid Ads,Mobile,Student,36,Other,Tier 3,24,Completed,95.2,,,2023-01-07,74,24,9,10.9,3.9,7,True,False,,
LRN-10772,2022-03-19,2022-03,UI/UX Design,Quarterly,7999,Credit Card,Referral,Mobile,Working Professional,37,Other,Tier 2,18,Dropped,11.1,2.0,Content too difficult,2022-04-02,1,1,2,3.1,0.9,5,False,False,,
LRN-10773,2023-08-30,2023-08,UI/UX Design,Quarterly,7999,Debit Card,Paid Ads,Desktop,Freelancer,38,Other,Tier 2,18,Dropped,44.4,8.0,Poor mentor support,2023-10-25,15,0,2,1.2,2.5,5,False,False,,
LRN-10774,2023-12-09,2023-12,UI/UX Design,Quarterly,7999,UPI,Organic Search,Desktop,Student,35,Female,Tier 2,18,Dropped,61.1,11.0,Content too difficult,2024-02-24,7,0,1,4.3,2.5,2,False,False,,
LRN-10775,2023-10-05,2023-10,Digital Marketing,Quarterly,7999,Debit Card,Social Media,Desktop,Job Seeker,32,Other,Tier 2,16,Active,50.0,,,2023-11-30,14,6,6,3.8,4.7,6,False,False,,
LRN-10776,2022-09-06,2022-09,UI/UX Design,Monthly,2999,UPI,Social Media,Tablet,Freelancer,35,Other,Tier 1,18,Dropped,27.8,5.0,Lost interest,2022-10-11,4,2,1,3.5,1.9,1,False,False,,
LRN-10777,2022-04-15,2022-04,Digital Marketing,Annual,24999,Net Banking,Email Campaign,Desktop,Student,23,Other,Tier 2,16,Completed,95.1,,,2022-08-05,44,15,9,10.4,3.9,9,True,True,927360.0,Tier 2
LRN-10778,2023-12-15,2023-12,UI/UX Design,Monthly,2999,Credit Card,Email Campaign,Mobile,Working Professional,32,Male,Tier 2,18,Dropped,5.6,1.0,Content too difficult,2023-12-22,3,1,2,4.9,2.4,3,False,False,,
LRN-10779,2022-11-05,2022-11,Web Development,Quarterly,7999,Debit Card,Social Media,Mobile,Freelancer,28,Other,Tier 1,20,Active,5.0,,,2022-11-12,1,1,2,3.0,4.3,8,False,False,,
LRN-10780,2023-12-02,2023-12,UI/UX Design,Quarterly,7999,Debit Card,Organic Search,Mobile,Freelancer,31,Other,Tier 1,18,Completed,96.0,,,2024-04-06,64,16,4,6.4,3.7,7,True,True,642811.0,Tier 1
LRN-10781,2023-09-07,2023-09,Data Science & Analytics,Annual,24999,Net Banking,Organic Search,Mobile,Student,35,Male,Tier 3,24,Dropped,29.2,7.0,Technical issues,2023-10-26,3,0,2,1.5,1.2,1,False,False,,
LRN-10782,2022-05-04,2022-05,UI/UX Design,Monthly,2999,Net Banking,Social Media,Mobile,Job Seeker,23,Other,Tier 1,18,Dropped,33.3,6.0,Financial reasons,2022-06-15,3,2,0,3.0,0.7,4,False,False,,
LRN-10783,2023-08-03,2023-08,UI/UX Design,Annual,24999,Credit Card,Email Campaign,Desktop,Job Seeker,21,Female,Tier 1,18,Dropped,33.3,6.0,Lost interest,2023-09-14,2,1,1,1.4,1.1,2,False,False,,
LRN-10784,2022-02-12,2022-02,Digital Marketing,Monthly,2999,UPI,Organic Search,Tablet,Working Professional,33,Other,Tier 3,16,Completed,96.0,,,2022-06-04,45,12,5,10.8,3.5,7,True,True,792393.0,Tier 2
LRN-10785,2022-12-22,2022-12,Digital Marketing,Monthly,2999,Debit Card,Social Media,Tablet,Working Professional,25,Male,Tier 1,16,Active,56.2,,,2023-02-23,17,5,3,7.1,4.5,6,False,False,,
LRN-10786,2023-06-30,2023-06,Digital Marketing,Monthly,2999,Debit Card,Social Media,Mobile,Freelancer,32,Female,Tier 1,16,Completed,97.3,,,2023-10-20,61,14,5,9.2,5.1,8,True,False,,
LRN-10787,2023-03-15,2023-03,UI/UX Design,Quarterly,7999,UPI,Email Campaign,Mobile,Freelancer,21,Female,Tier 3,18,Dropped,55.6,10.0,Lack of time,2023-05-24,7,2,3,1.3,1.9,4,False,False,,
LRN-10788,2023-11-09,2023-11,UI/UX Design,Monthly,2999,Debit Card,Paid Ads,Mobile,Freelancer,26,Male,Tier 3,18,Completed,98.4,,,2024-03-14,55,17,4,8.7,5.2,10,True,False,,
LRN-10789,2023-01-15,2023-01,Data Science & Analytics,Monthly,2999,Debit Card,Social Media,Tablet,Student,34,Other,Tier 1,24,Dropped,20.8,5.0,Got a job / no longer needed,2023-02-19,9,0,0,2.1,0.5,5,False,False,,
LRN-10790,2022-03-12,2022-03,Web Development,Monthly,2999,UPI,Organic Search,Desktop,Working Professional,24,Male,Tier 3,20,Dropped,35.0,7.0,Lack of time,2022-04-30,13,2,3,4.7,2.2,4,False,False,,
LRN-10791,2023-06-03,2023-06,Web Development,Quarterly,7999,UPI,Organic Search,Desktop,Working Professional,31,Female,Tier 2,20,Active,90.0,,,2023-10-07,45,15,6,4.9,3.5,8,False,False,,
LRN-10792,2023-10-26,2023-10,Digital Marketing,Quarterly,7999,Credit Card,Email Campaign,Mobile,Job Seeker,29,Male,Tier 3,16,Dropped,12.5,2.0,Poor mentor support,2023-11-09,4,1,2,3.4,1.2,5,False,False,,
LRN-10793,2022-12-16,2022-12,Digital Marketing,Annual,24999,Credit Card,Referral,Mobile,Working Professional,36,Other,Tier 2,16,Dropped,75.0,12.0,Technical issues,2023-03-10,21,3,0,2.1,0.9,5,False,False,,
LRN-10794,2022-01-13,2022-01,UI/UX Design,Monthly,2999,Debit Card,Organic Search,Desktop,Working Professional,19,Other,Tier 2,18,Completed,95.4,,,2022-05-19,64,14,11,10.0,5.1,10,True,True,1003935.0,Tier 3
LRN-10795,2023-03-07,2023-03,UI/UX Design,Quarterly,7999,UPI,Paid Ads,Mobile,Working Professional,25,Female,Tier 3,18,Completed,98.2,,,2023-07-11,55,18,4,9.2,4.1,8,True,True,1079286.0,Tier 2
LRN-10796,2023-05-17,2023-05,Data Science & Analytics,Quarterly,7999,Net Banking,Paid Ads,Mobile,Freelancer,29,Other,Tier 2,24,Completed,98.4,,,2023-11-01,70,21,12,7.4,5.7,9,True,True,541423.0,Startup
LRN-10797,2022-04-19,2022-04,UI/UX Design,Monthly,2999,Debit Card,Organic Search,Mobile,Freelancer,28,Male,Tier 2,18,Dropped,5.6,1.0,Financial reasons,2022-04-26,3,1,3,4.2,1.1,2,False,False,,
LRN-10798,2023-03-20,2023-03,Data Science & Analytics,Monthly,2999,UPI,Social Media,Desktop,Job Seeker,24,Other,Tier 2,24,Dropped,83.3,20.0,Content too difficult,2023-08-07,22,6,1,4.9,0.9,5,False,False,,
LRN-10799,2023-01-06,2023-01,Web Development,Annual,24999,UPI,Social Media,Desktop,Working Professional,22,Male,Tier 3,20,Active,20.0,,,2023-02-03,10,3,4,5.6,2.1,8,False,False,,
LRN-10800,2023-10-13,2023-10,UI/UX Design,Quarterly,7999,Debit Card,Email Campaign,Desktop,Student,29,Female,Tier 2,18,Completed,96.3,,,2024-02-16,45,15,8,11.0,3.9,7,True,False,,
LRN-10801,2023-04-16,2023-04,Data Science & Analytics,Annual,24999,Debit Card,Organic Search,Mobile,Freelancer,29,Other,Tier 1,24,Dropped,4.2,1.0,Lost interest,2023-04-23,2,1,2,0.9,1.2,1,False,False,,
LRN-10802,2023-12-26,2023-12,Digital Marketing,Annual,24999,UPI,Organic Search,Desktop,Working Professional,25,Female,Tier 2,16,Dropped,25.0,4.0,Content too difficult,2024-01-23,7,1,2,0.7,2.9,3,False,False,,
LRN-10803,2022-06-06,2022-06,Web Development,Quarterly,7999,Credit Card,Social Media,Desktop,Student,30,Male,Tier 2,20,Dropped,90.0,18.0,Lack of time,2022-10-10,34,7,0,3.2,2.6,4,False,False,,
LRN-10804,2023-03-22,2023-03,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Mobile,Working Professional,30,Female,Tier 1,24,Completed,96.7,,,2023-09-06,87,22,4,13.6,6.1,10,True,False,,
LRN-10805,2022-06-30,2022-06,UI/UX Design,Quarterly,7999,Net Banking,Social Media,Mobile,Working Professional,29,Other,Tier 1,18,Dropped,33.3,6.0,Financial reasons,2022-08-11,11,2,3,4.8,2.5,3,False,False,,
LRN-10806,2023-06-19,2023-06,Digital Marketing,Monthly,2999,UPI,Social Media,Desktop,Student,21,Other,Tier 1,16,Completed,95.7,,,2023-10-09,40,12,4,7.2,4.4,8,True,True,593363.0,Tier 1
LRN-10807,2023-10-29,2023-10,Web Development,Monthly,2999,Credit Card,Paid Ads,Desktop,Student,19,Female,Tier 1,20,Completed,96.0,,,2024-03-17,70,19,12,11.9,5.5,9,True,True,895059.0,Tier 3
LRN-10808,2022-10-04,2022-10,UI/UX Design,Monthly,2999,Debit Card,Organic Search,Tablet,Working Professional,26,Female,Tier 1,18,Dropped,16.7,3.0,Lost interest,2022-10-25,6,1,1,3.9,0.8,5,False,False,,
LRN-10809,2023-09-23,2023-09,Web Development,Annual,24999,Net Banking,Organic Search,Tablet,Working Professional,24,Other,Tier 2,20,Dropped,40.0,8.0,Content too difficult,2023-11-18,3,1,1,3.2,2.7,1,False,False,,
LRN-10810,2023-07-06,2023-07,Digital Marketing,Quarterly,7999,Credit Card,Social Media,Mobile,Student,26,Female,Tier 1,16,Completed,98.6,,,2023-10-26,54,14,4,10.3,5.8,10,True,True,441322.0,Tier 3
LRN-10811,2023-05-11,2023-05,Web Development,Quarterly,7999,Net Banking,Social Media,Mobile,Freelancer,30,Other,Tier 2,20,Completed,96.9,,,2023-09-28,77,20,4,8.6,5.4,10,True,True,1039625.0,Tier 3
LRN-10812,2023-04-22,2023-04,Data Science & Analytics,Monthly,2999,UPI,Paid Ads,Tablet,Working Professional,24,Male,Tier 2,24,Completed,97.2,,,2023-10-07,73,23,6,13.7,6.3,9,True,True,512730.0,Tier 3
LRN-10813,2023-03-23,2023-03,Web Development,Quarterly,7999,UPI,Email Campaign,Desktop,Freelancer,37,Male,Tier 2,20,Completed,97.8,,,2023-08-10,57,17,9,11.2,5.6,8,True,False,,
LRN-10814,2023-08-30,2023-08,Web Development,Monthly,2999,Net Banking,Social Media,Mobile,Freelancer,33,Other,Tier 2,20,Dropped,5.0,1.0,Got a job / no longer needed,2023-09-06,3,0,0,3.1,1.2,3,False,False,,
LRN-10815,2022-10-02,2022-10,UI/UX Design,Quarterly,7999,Credit Card,Organic Search,Mobile,Freelancer,37,Female,Tier 1,18,Dropped,16.7,3.0,Content too difficult,2022-10-23,1,1,1,3.5,2.0,5,False,False,,
LRN-10816,2022-11-27,2022-11,UI/UX Design,Quarterly,7999,UPI,Social Media,Desktop,Working Professional,37,Other,Tier 3,18,Completed,95.7,,,2023-04-02,45,14,6,12.3,4.7,7,True,True,531682.0,Tier 1
LRN-10817,2022-09-09,2022-09,Data Science & Analytics,Monthly,2999,Debit Card,Referral,Tablet,Job Seeker,35,Other,Tier 2,24,Dropped,12.5,3.0,Content too difficult,2022-09-30,6,1,2,1.3,2.1,4,False,False,,
LRN-10818,2022-03-30,2022-03,Data Science & Analytics,Quarterly,7999,Credit Card,Organic Search,Mobile,Working Professional,31,Other,Tier 1,24,Dropped,50.0,12.0,Lost interest,2022-06-22,4,3,0,2.1,2.7,2,False,False,,
LRN-10819,2022-10-13,2022-10,Data Science & Analytics,Monthly,2999,UPI,Referral,Mobile,Job Seeker,37,Other,Tier 1,24,Completed,96.5,,,2023-03-30,90,21,12,7.5,5.3,8,True,False,,
LRN-10820,2023-04-07,2023-04,UI/UX Design,Annual,24999,Credit Card,Organic Search,Desktop,Student,22,Male,Tier 1,18,Completed,98.7,,,2023-08-11,48,15,6,6.9,5.6,10,True,True,1139221.0,Tier 3
LRN-10821,2022-09-07,2022-09,Data Science & Analytics,Monthly,2999,Credit Card,Organic Search,Mobile,Student,24,Male,Tier 1,24,Dropped,16.7,4.0,Technical issues,2022-10-05,6,2,3,4.7,1.0,5,False,False,,
LRN-10822,2023-04-21,2023-04,Web Development,Monthly,2999,UPI,Social Media,Mobile,Working Professional,24,Female,Tier 2,20,Dropped,10.0,2.0,Financial reasons,2023-05-05,1,0,2,1.3,0.7,1,False,False,,
LRN-10823,2023-08-07,2023-08,UI/UX Design,Quarterly,7999,UPI,Email Campaign,Desktop,Working Professional,29,Male,Tier 1,18,Completed,95.6,,,2023-12-11,71,18,7,11.6,4.6,9,True,False,,
LRN-10824,2023-09-17,2023-09,Data Science & Analytics,Annual,24999,Credit Card,Paid Ads,Mobile,Working Professional,38,Female,Tier 1,24,Dropped,20.8,5.0,Lack of time,2023-10-22,2,0,3,1.0,1.2,4,False,False,,
LRN-10825,2023-11-16,2023-11,Digital Marketing,Quarterly,7999,Net Banking,Social Media,Desktop,Student,19,Female,Tier 3,16,Dropped,50.0,8.0,Lack of time,2024-01-11,5,3,0,2.4,1.4,2,False,False,,
LRN-10826,2023-01-24,2023-01,UI/UX Design,Monthly,2999,Debit Card,Social Media,Mobile,Working Professional,33,Other,Tier 2,18,Completed,97.1,,,2023-05-30,63,14,10,7.8,3.9,9,True,True,462239.0,Tier 2
LRN-10827,2022-12-11,2022-12,Digital Marketing,Annual,24999,UPI,Paid Ads,Desktop,Working Professional,26,Other,Tier 2,16,Completed,96.2,,,2023-04-02,43,12,9,13.3,4.7,10,True,True,1155738.0,Tier 3
LRN-10828,2022-01-30,2022-01,Digital Marketing,Monthly,2999,Net Banking,Referral,Mobile,Working Professional,30,Female,Tier 1,16,Dropped,87.5,14.0,Lost interest,2022-05-08,16,1,1,4.3,1.1,4,False,False,,
LRN-10829,2023-05-22,2023-05,Data Science & Analytics,Monthly,2999,Credit Card,Paid Ads,Desktop,Working Professional,20,Male,Tier 1,24,Active,58.3,,,2023-08-28,37,8,1,6.1,3.0,6,False,False,,
LRN-10830,2022-11-29,2022-11,UI/UX Design,Monthly,2999,Credit Card,Social Media,Mobile,Freelancer,30,Female,Tier 1,18,Dropped,66.7,12.0,Lack of time,2023-02-21,11,5,0,2.6,1.0,1,False,False,,
LRN-10831,2022-07-06,2022-07,UI/UX Design,Monthly,2999,UPI,Organic Search,Desktop,Working Professional,20,Female,Tier 1,18,Completed,96.4,,,2022-11-09,54,15,10,7.4,5.6,7,True,True,806231.0,Tier 2
LRN-10832,2023-05-15,2023-05,Digital Marketing,Monthly,2999,Debit Card,Referral,Mobile,Student,36,Male,Tier 1,16,Active,81.2,,,2023-08-14,25,9,4,4.1,4.8,7,False,False,,
LRN-10833,2022-08-06,2022-08,Digital Marketing,Annual,24999,Debit Card,Social Media,Mobile,Working Professional,21,Other,Tier 1,16,Completed,99.3,,,2022-11-26,40,12,4,13.8,4.7,10,True,True,696377.0,Tier 3
